,Target,Scenario,xvar_subset_code,Regression Model,Fold,Train Score,Test Score,Scenario / Variables
205,CO2eq,1p5c_OS_SSP2,all,PySRRegressor,0,0.9608365912929592,0.9531155613683511,1p5c_OS_SSP2 / all
206,CO2eq,1p5c_OS_SSP2,all,PySRRegressor,1,0.9690238478830322,0.9673283462210756,1p5c_OS_SSP2 / all
207,CO2eq,1p5c_OS_SSP2,all,PySRRegressor,2,0.9654439686083043,0.9678825459549506,1p5c_OS_SSP2 / all
208,CO2eq,1p5c_OS_SSP2,all,PySRRegressor,3,0.9692871475473769,0.9702535319877978,1p5c_OS_SSP2 / all
209,CO2eq,1p5c_OS_SSP2,all,PySRRegressor,4,0.9624240637129817,0.9671414741989028,1p5c_OS_SSP2 / all
210,CO2eq,2C_SSP2,small,ElasticNet,0,0.6864020973885372,0.6760732355811492,2C_SSP2 / small
211,CO2eq,2C_SSP2,small,ElasticNet,1,0.6880719603311624,0.675387931269751,2C_SSP2 / small
212,CO2eq,2C_SSP2,small,ElasticNet,2,0.6837523632385175,0.6784341797085796,2C_SSP2 / small
213,CO2eq,2C_SSP2,small,ElasticNet,3,0.6630070776487663,0.6673604863014659,2C_SSP2 / small
214,CO2eq,2C_SSP2,small,ElasticNet,4,0.6676917187141815,0.6841197832267751,2C_SSP2 / small
215,CO2eq,2C_SSP2,small,RandomForestRegressor,0,0.9992237647536104,0.9949139095167873,2C_SSP2 / small
216,CO2eq,2C_SSP2,small,RandomForestRegressor,1,0.9992441366696969,0.9946825002855132,2C_SSP2 / small
217,CO2eq,2C_SSP2,small,RandomForestRegressor,2,0.9992567659300019,0.9939176017264868,2C_SSP2 / small
218,CO2eq,2C_SSP2,small,RandomForestRegressor,3,0.9991903403216887,0.9950409724288652,2C_SSP2 / small
219,CO2eq,2C_SSP2,small,RandomForestRegressor,4,0.9991889169594563,0.9951818992494049,2C_SSP2 / small
220,CO2eq,2C_SSP2,small,PySRRegressor,0,0.9860190828432863,0.9874355637609105,2C_SSP2 / small
221,CO2eq,2C_SSP2,small,PySRRegressor,1,0.9817929002123121,0.9783474601473096,2C_SSP2 / small
222,CO2eq,2C_SSP2,small,PySRRegressor,2,0.9869319174195929,0.9834326757041555,2C_SSP2 / small
223,CO2eq,2C_SSP2,small,PySRRegressor,3,0.9897210745625776,0.9894800323881777,2C_SSP2 / small
