,Scenario,SOW,Temp_Limit,Delay,GDP,Pop,Other_ESD_Drivers,SDR,Elast_ESD_Driver,Elast_ESD_Price,CO2_Storage_Poten,Wind_Poten,Solar_Poten,Biomass_Poten,Oil_Gas_Poten,Solar_PV_Inv_Cost,Wind_Inv_Cost,Bioenergy_CCS_Inv_Cost,Other_Tech_Cost,Forcing,Land_Sinks,Clim_Sens,Year,Temp_Change,Rad_Forcing,CO2_Conc,CH4_Conc,N20_Conc,Carbon,CO2eq,Marg_CO2_Cost,GSupply,GSupply_Bioenergy,GSupply_Fossil,GSupply_Geothermal,GSupply_Nuclear,GSupply_Solar,GSupply_Tidal_Waves,GSupply_Wind,GConsumption,GConsumption_Fossil,GConsumption_Nuclear,GConsumption_Renewable,GCost
0,BASE_SSP2,1,8.0,0,1.02329,1.00928,1.0631,3.70267,1.01302,1.21686,1.00615,0.971662,1.15092,1.1354,1.05784,1.1117,1.10379,0.819447,0.981384,0.998157,1.12255,3.4,2050,2.492372183,4.09825479,512.4269788,2422.045287,374.6075,11.1053608,40.72335805,,32.33127803,,8.434101269,1.907061259,4.167603776,5.115585585,2.424416894,5.161511708,812.0922888,539.8936828,43.07584419,229.1227618,24.7884255
4,BASE_SSP2,5,8.0,0,1.00481,0.997576,1.12753,3.46723,1.08794,1.1188,0.916675,0.83391,1.05077,1.11783,1.15528,1.11601,1.04754,1.04623,1.08745,0.889926,1.1018,3.3,2050,2.465955065,4.156493039,517.9281896,2434.152374,374.6807359,12.14175963,44.52383256,,35.6116613,,9.327238736,1.915827057,4.226127982,5.810293696,2.516765604,6.502266269,874.5735465,592.9735974,43.67840941,237.9215397,26.17583657
5,BASE_SSP2,6,8.0,0,1.08269,1.03177,0.993713,3.77124,0.873656,0.989665,1.02698,0.984968,1.04639,1.07138,1.12886,1.17818,1.09826,1.07087,1.13473,0.977169,1.10329,2.8,2050,2.181352722,4.014514958,504.5072072,2405.000406,374.4976923,9.578051798,35.12271594,,28.21930416,,6.899381146,1.899879569,4.27251985,3.658102622,2.384190468,4.454559088,712.9841783,462.3901979,44.15606009,206.4379203,22.52264656
6,BASE_SSP2,7,8.0,0,1.1194,0.989002,0.971626,4.54539,1.05597,0.752712,1.35477,1.01583,1.15646,0.976836,1.05879,1.05863,1.11395,1.09229,1.09578,0.990018,1.06927,3.1,2050,2.392344226,4.210878632,523.0493035,2445.526914,374.7955866,12.88144805,47.23627,,35.37424492,,10.2889702,1.932460131,4.401000774,5.408875136,2.47416824,6.264399606,897.2567762,632.3476582,45.47889968,219.4302183,27.42909094
7,BASE_SSP2,8,8.0,0,1.02483,1.02225,0.893182,3.54405,1.02378,0.985672,1.05476,1.00706,1.00129,1.0694,1.06914,1.0231,0.972971,1.21067,1.16466,0.983651,1.1014,3.0,2050,2.306751088,4.098330593,512.5014294,2419.925748,374.5993757,11.07160557,40.59957763,,32.4991934,,7.792477622,1.906197052,4.14514307,4.865129334,2.404867263,6.567323911,810.3091514,541.5000071,42.84458876,225.9645555,24.22950305
8,BASE_SSP2,9,8.0,0,1.0733,1.04932,0.932851,3.5695,1.08998,0.924153,1.11344,1.01679,1.23667,1.08427,1.00843,1.03865,1.05459,1.17065,1.06166,0.970794,1.0088,2.1,2050,1.828066594,4.190708722,521.3204632,2435.822306,374.7400004,12.80009766,46.93795812,,35.92846148,,9.326064448,2.042603129,4.387166636,5.749393614,2.493355306,6.693071833,906.9406996,624.794383,45.33646339,236.8098532,26.45298423
9,BASE_SSP2,10,8.0,0,1.09059,1.07387,1.14318,5.12521,0.957533,1.02054,1.15301,1.07067,1.19131,1.19866,1.04632,1.028,1.06595,1.0597,1.03364,0.843826,1.14749,3.2,2050,2.410049258,4.110524425,513.3888391,2430.276069,374.7045656,10.92059893,40.04583628,,32.17384638,,9.064368076,1.904442265,4.222354954,4.663944883,2.49040325,5.350034692,802.5772463,531.1672857,43.63956232,227.7703982,26.33354472
10,BASE_SSP2,11,8.0,0,0.975313,1.01797,1.07023,3.85095,0.906548,1.31265,1.04745,0.964987,1.25395,0.887691,1.03877,1.14048,1.0719,0.956756,1.01528,1.05145,1.08669,2.7,2050,2.127599017,4.013250174,504.5261758,2400.33415,374.4802136,9.709981645,35.60650269,,28.21902685,,6.852720618,1.896616156,4.225898562,3.688121724,2.375693502,4.487826951,699.0950745,465.920183,43.67604731,189.4988442,22.64615023
11,BASE_SSP2,12,8.0,0,1.17779,1.00563,1.09972,5.32722,0.998973,1.09227,1.05041,1.001,1.11369,1.31981,1.00167,1.05186,1.18836,1.0371,1.0697,0.940773,1.11087,2.2,2050,1.892383805,4.18107094,519.9719475,2447.324893,374.8210747,12.04617487,44.17332325,,34.48723457,,10.63844958,1.909895401,4.383344763,5.531053296,2.533013951,5.012641161,881.7193659,592.5636502,45.29711339,243.8586023,28.09351095
12,BASE_SSP2,13,8.0,0,1.139,0.997719,1.10636,3.32348,0.904101,0.962569,1.30302,1.13875,1.16993,1.28817,1.02131,1.04207,1.04218,1.07534,1.10183,1.04748,1.01316,3.6,2050,2.560557135,4.042179276,507.2056544,2408.098046,374.5168479,10.03709954,36.80604401,,30.40518204,,7.5737486,1.907825541,4.119501218,4.010879499,2.422578004,5.127354893,765.431623,487.3118784,42.58058025,235.5391643,23.25185859
13,BASE_SSP2,14,8.0,0,1.11384,1.0685,0.920067,3.93163,1.00465,1.1622,1.28622,1.12028,1.03612,1.00492,1.13861,1.01511,1.01752,0.980963,1.07277,0.96495,1.15361,2.7,2050,2.167465316,4.141216413,516.4579564,2431.752891,374.6735125,11.66725575,42.78382684,,33.20069597,,8.252771295,1.929346729,4.2416198,4.820230863,2.435396668,6.74832737,836.2327444,571.4264607,43.83791317,220.9683705,25.32523304
15,BASE_SSP2,16,8.0,0,1.02232,1.02434,1.12104,3.98141,0.987702,1.15393,1.07117,0.922983,1.26455,1.21344,1.09086,0.906903,1.13663,1.09583,0.931522,0.87433,1.01557,2.3,2050,1.923490722,4.082869554,510.8181559,2423.733763,374.6119892,10.68756716,39.19130878,,31.9728173,,8.610604016,1.911000961,4.205385054,5.002947089,2.424971734,4.889249682,797.8311858,522.6630032,43.46484022,231.7033424,24.77593989
16,BASE_SSP2,17,8.0,0,1.15392,1.02205,0.974024,4.60348,1.02579,0.848539,0.984491,0.929773,1.22411,1.00583,1.17783,1.01127,1.05264,0.936313,1.06093,1.0266,1.04809,3.8,2050,2.692277008,4.190725759,521.0120667,2445.55866,374.7883403,12.47034395,45.72875126,,34.77205489,,9.936513926,1.932947038,4.371011105,4.896204964,2.476262867,6.605395613,880.923131,614.0834893,45.17012605,221.6695157,27.16054807
17,BASE_SSP2,18,8.0,0,1.03306,1.0315,1.06471,3.82289,0.971829,1.11257,0.994893,0.928612,1.13893,1.20209,1.01894,1.12302,1.01607,1.10863,1.09795,0.938779,1.0202,3.1,2050,2.344726079,4.063363308,509.0866355,2416.277904,374.5615818,10.42324784,38.22204983,,31.55682717,,7.731239898,1.90745902,4.20917076,4.632867664,2.416334968,5.920406275,783.0983868,507.4984825,43.50381785,232.0960864,24.22518325
20,BASE_SSP2,21,8.0,0,1.10472,1.03116,0.908519,2.69078,0.911576,1.00066,1.06937,1.01494,1.13279,1.14068,0.985506,0.947429,0.986596,1.08823,1.0522,1.01699,1.05061,2.9,2050,2.235120152,4.028661293,506.1955542,2396.728755,374.4764884,9.97274052,36.57003949,,29.79863767,,6.98631881,1.904325243,4.062437748,3.691347902,2.30251101,5.436147702,746.9908242,481.31097,41.99305477,223.6867995,21.89643388
21,BASE_SSP2,22,8.0,0,0.973502,1.02111,1.0024,3.71401,0.993701,1.0283,1.24591,0.976661,1.0616,1.39589,1.05227,0.97258,1.15269,1.16397,1.18282,0.897979,1.10628,3.4,2050,2.473527781,4.040797606,506.8689592,2414.518478,374.5238007,10.19274014,37.37677809,,30.94945341,,8.105003269,1.905040949,4.371005566,4.622735258,2.376803758,4.744097054,781.9528249,495.4876262,45.17006902,241.2951298,23.69068577
22,BASE_SSP2,23,8.0,0,1.10532,1.04629,0.93863,4.7541,0.914517,1.21145,1.44839,1.01331,1.40604,1.05869,0.988117,1.11002,0.999879,0.878443,1.03876,0.957168,1.11394,3.7,2050,2.611690793,4.064796734,509.1831137,2417.21466,374.6277787,10.19184555,37.37349763,,30.08461189,,7.584974002,1.905164627,4.122083188,3.595483506,2.433991857,5.98544689,752.9402989,497.8431473,42.60716422,212.4899874,24.38302973
23,BASE_SSP2,24,8.0,0,0.940221,1.01068,1.04449,3.55534,0.959164,0.933205,1.16334,0.75,1.14417,1.02862,1.05139,1.01256,0.977259,1.05509,1.06025,0.97197,1.1047,4.3,2050,2.816241745,4.019623247,505.0722898,2403.554971,374.4828135,9.801597138,35.94245671,,29.70235514,,7.011713823,1.89819305,4.158406843,3.836941111,2.273452479,5.717897381,727.4492365,473.1504162,42.98115257,211.3176678,22.78513674
24,BASE_SSP2,25,8.0,0,1.0388,1.02191,1.06224,4.03319,1.1626,1.06892,1.08066,1.0917,1.15584,1.1324,1.07446,0.872163,1.14816,1.09561,1.12669,1.06667,0.990504,3.8,2050,2.713375495,4.265299963,528.1259936,2458.80253,374.8786377,14.12421881,51.79351038,,39.54479192,,11.3753349,2.055238665,4.383344763,7.899159064,2.552196255,6.105581885,984.650495,690.2454623,45.29711339,249.1079193,28.93651571
25,BASE_SSP2,26,8.0,0,1.06365,1.00054,1.07347,4.45257,1.00585,1.03544,1.32165,0.919608,1.20553,1.00958,1.02235,1.10311,1.09359,0.980769,1.03106,1.04554,0.998931,4.5,2050,2.923337831,4.129298441,515.3181013,2429.520174,374.6804291,11.53203477,42.2879715,,33.01574999,,9.105256225,1.926385082,4.379984029,4.948071574,2.457659272,5.590110831,825.8054686,564.7438502,45.26251127,215.7991071,26.00543383
26,BASE_SSP2,27,8.0,0,1.04992,1.02468,1.10794,4.51418,1.07858,1.13492,0.91135,0.928038,1.08276,1.3619,1.07496,0.950889,1.13358,0.959241,1.06348,1.04887,1.00061,3.0,2050,2.334645724,4.181704807,519.9818229,2449.54122,374.7781874,12.29892099,45.10014327,,35.81728773,,10.50733418,2.037009097,4.422892518,5.975654832,2.456075329,5.590308303,907.2594968,605.7805218,45.70429708,255.7746779,27.70273586
28,BASE_SSP2,29,8.0,0,1.07533,1.0161,1.07588,4.08091,1.02815,1.18463,1.28826,0.887504,1.16347,1.01491,1.10931,1.14593,1.1492,1.23926,1.04686,1.0994,1.07055,2.7,2050,2.172344551,4.158413122,518.1249873,2433.860798,374.7013896,12.0204481,44.07898318,,33.94038628,,9.348188942,1.931238097,4.346973533,5.739701422,2.459146982,5.262022958,851.8087815,586.7177744,44.92263521,220.1683719,26.1879044
29,BASE_SSP2,30,8.0,0,1.0399,1.0157,0.911189,4.2185,0.987061,1.01165,1.19657,0.826033,1.24953,0.907497,1.03464,1.14803,1.0279,1.07612,1.03095,0.973731,1.04422,3.7,2050,2.619276079,4.095224637,512.2174495,2418.909589,374.601506,10.96064333,40.19267909,,31.4129653,,7.56952103,1.909234974,4.211370626,4.579131363,2.417180618,6.002776925,784.0144319,535.2999641,43.52646768,205.1880001,24.51935063
31,BASE_SSP2,33,8.0,0,1.14073,1.0367,1.09597,3.71273,1.08048,0.921666,1.16888,1.00378,1.18532,1.07271,1.09229,1.08512,1.09514,1.23074,0.974396,1.05098,1.1513,2.7,2050,2.19487531,4.236518477,525.6574265,2445.088827,374.7911471,13.42413149,49.22629017,,37.66353032,,10.44788141,2.058753196,4.333645164,6.473825348,2.54483657,6.540675366,937.7006293,653.5614784,44.78540632,239.3537446,27.80737539
33,BASE_SSP2,35,8.0,0,1.12715,1.03806,1.02127,4.15762,0.97196,1.00309,1.02742,0.997852,1.19189,1.06393,0.967957,1.09803,1.13797,1.07369,1.15959,1.02522,1.08256,2.8,2050,2.214517739,4.121393032,514.7012659,2423.576351,374.6724077,11.3017758,41.44361186,,32.27307276,,8.647805468,1.920557987,4.367070081,5.188851734,2.439784464,5.111293237,817.7188921,551.9892061,45.12954926,220.6001368,25.3661238
34,BASE_SSP2,36,8.0,0,0.959245,1.03785,1.02218,3.90857,1.03303,1.07638,1.13474,0.905373,1.09029,1.09267,1.08632,1.03592,1.01683,1.03345,1.15174,1.01097,1.05666,3.6,2050,2.5743428,4.085908659,511.1788129,2422.05911,374.603973,10.8451738,39.76925232,,32.15512778,,7.863337322,1.906285406,4.285281764,4.752921654,2.413892396,6.194340812,800.0725449,530.3705283,44.28745675,225.4145598,24.68192185
35,BASE_SSP2,37,8.0,0,1.03471,1.02396,1.02812,3.50432,0.97847,1.1198,1.12053,0.958924,1.17526,0.974151,1.11523,0.867878,1.0826,0.976498,1.13813,0.955271,1.18612,2.5,2050,2.039085612,4.084471113,511.276294,2414.493774,374.5600832,10.83605507,39.73581394,,31.35837658,,7.656147348,1.906197052,4.234518944,5.30091854,2.42977097,4.902658888,778.7039054,524.1275547,43.76480276,210.8115479,23.88588492
36,BASE_SSP2,38,8.0,0,1.11231,1.01366,1.03766,3.65133,0.933112,1.14462,1.08648,0.920062,1.15184,1.15936,0.967268,1.0293,1.05711,1.08889,1.09911,1.0049,1.02853,3.3,2050,2.437001254,4.062349089,509.1610863,2410.506956,374.5552567,10.41486437,38.19130764,,30.97348216,,7.819029134,1.911677566,4.303531684,4.451725415,2.429814743,5.274940065,776.9153866,506.5823868,44.47535794,225.8576419,23.8280509
39,BASE_SSP2,41,8.0,0,1.04628,1.011,0.924339,4.61014,1.0856,0.939365,1.04256,0.972018,1.15399,1.14654,1.01551,1.07252,1.07013,1.1474,1.0995,0.966684,1.09345,3.1,2050,2.382625064,4.18309449,520.3128004,2443.233242,374.7815025,12.48167171,45.77029016,,35.20934363,,10.23983448,1.929102761,4.383344763,5.164487127,2.44540635,6.480815207,896.0615178,615.0570495,45.29711339,235.7073549,27.17432699
40,BASE_SSP2,42,8.0,0,1.12529,0.999666,1.00543,3.38107,1.02121,1.05892,1.24663,0.964543,1.06877,1.22449,1.01921,1.19121,1.09579,1.14282,1.12802,0.958809,1.04928,3.2,2050,2.414708604,4.137666774,516.2110548,2428.166354,374.6625979,11.75713892,43.11342842,,34.41039474,,9.078674314,1.965447798,4.196643614,5.494256254,2.498516404,5.884232812,864.0477684,575.514267,43.37483836,245.1586631,25.35386264
41,BASE_SSP2,43,8.0,0,1.0787,1.1,1.00525,3.57074,0.968487,1.14825,1.0127,1.05583,1.10265,1.00812,1.01239,1.2352,1.09571,1.09835,1.07029,1.08352,1.06041,3.2,2050,2.400825541,4.093516728,512.1137724,2416.732237,374.5915981,11.00717137,40.36329741,,31.66937703,,8.122386889,1.907061259,4.06830528,4.9018827,2.438040073,5.250540176,790.5555157,533.3674353,42.05346688,215.1346135,24.23061452
42,BASE_SSP2,44,8.0,0,1.00341,1.01805,1.01958,2.31835,0.982864,1.23241,1.10453,0.884528,0.83269,1.03068,1.01803,1.07488,1.18547,1.1001,1.11328,1.00832,1.11331,3.0,2050,2.290274869,4.051168567,508.5707103,2393.351597,374.4894897,10.58546827,38.81691215,,31.31380902,,7.331199977,1.913477274,4.098600087,5.078590411,2.385646141,4.526131456,767.9669826,505.5042118,42.36538221,220.0973886,22.37378202
43,BASE_SSP2,45,8.0,0,1.0093,1.054,1.03252,4.09477,0.957667,1.08447,1.07459,0.968206,1.13382,1.31028,1.09883,1.312,1.02347,0.965706,1.07613,0.955515,1.16055,2.7,2050,2.138536098,4.046309272,507.3486663,2416.83323,374.5487107,10.12048814,37.11183001,,30.32042189,,7.820850167,1.90414918,3.979029517,4.506058142,2.345198297,5.096648123,765.6440299,490.3404245,41.13428362,234.1693218,23.93962177
44,BASE_SSP2,46,8.0,0,1.07377,0.986532,1.04888,4.27705,1.07546,1.05829,1.2728,1.00301,1.2829,1.17169,1.10996,0.884381,1.02434,1.2114,1.1336,0.970276,1.2985,4.0,2050,2.769779141,4.192865435,521.1693306,2447.524503,374.7867309,12.49813608,45.83066501,,35.9972651,,9.888594342,2.025238121,4.383344763,5.724883875,2.449047564,6.918431195,901.1233076,613.0160751,45.29711339,242.8101191,27.29943606
45,BASE_SSP2,47,8.0,0,1.11598,1.02632,1.00701,4.06245,1.08739,1.09078,1.27566,0.996312,1.16957,0.963839,1.02192,1.1326,1.16099,1.03151,1.07667,1.01765,1.12633,3.1,2050,2.400103052,4.241735309,526.1928327,2444.663584,374.8082267,13.62526118,49.96383275,,37.05270532,,10.65343084,2.051364869,4.403300424,6.575730255,2.550689066,5.673081287,932.6185129,662.7842518,45.50257688,224.3316843,27.81779523
46,BASE_SSP2,48,8.0,0,1.12472,1.02663,1.08882,3.99525,1.06314,1.15624,1.16512,1.07544,1.04355,1.05612,1.08169,1.09671,1.10995,1.19507,1.14865,1.00939,1.21128,3.2,2050,2.440010327,4.214713551,523.4248408,2446.123174,374.7767131,12.9863493,47.62094288,,36.64276546,,10.05098566,2.04847321,4.409939865,6.268463278,2.54367631,6.426038747,911.9584034,632.9256526,45.57093656,233.4618142,27.52242247
47,BASE_SSP2,49,8.0,0,1.12135,0.950998,1.15338,3.75353,0.986646,0.899193,1.12906,1.08453,0.999003,0.986161,1.09109,1.10771,0.998104,0.925986,1.2396,0.935938,1.02815,2.9,2050,2.267054393,4.12836099,515.4054264,2424.048469,374.6273431,11.49376658,42.14764205,,33.77556998,,8.245047836,1.911782704,4.21461192,5.339068607,2.473912176,6.817152815,823.800291,560.5365095,43.55984004,219.7039415,25.49440009
49,BASE_SSP2,51,8.0,0,1.14731,1.02514,1.15974,4.98411,0.968297,1.12767,1.12686,0.994334,0.866588,1.12418,1.0366,0.881528,1.00435,1.27628,0.940999,1.00892,1.025,2.5,2050,2.057583794,4.136153978,515.7529767,2437.332191,374.7513093,11.30041641,41.43862698,,33.65340555,,9.115871887,1.935645097,3.940324781,5.077601169,2.500359749,6.574498723,826.4337898,555.7436399,40.73577966,229.9543702,26.88674323
50,BASE_SSP2,52,8.0,0,1.05288,1.03526,1.09353,3.59758,0.821616,0.90054,1.12166,1.12851,1.20641,1.15664,1.06747,0.915945,1.11186,1.00183,1.11774,0.995391,1.18864,4.6,2050,2.897909186,3.965221537,499.8573867,2394.880203,374.4016883,8.810411231,32.30777798,,27.09186969,,6.517809028,1.892606382,4.223439568,3.212131426,2.338377481,4.225541901,672.4339345,420.7823439,43.65072951,208.000861,21.53882838
51,BASE_SSP2,53,8.0,0,1.15619,1.02535,1.05105,3.24083,1.08391,1.08938,1.12085,1.06823,1.32806,0.88383,1.06815,0.854731,1.10913,1.12718,1.03348,1.04193,1.03057,4.3,2050,2.894452134,4.24818456,527.0598265,2438.224112,374.7448146,13.8037516,50.61835712,,38.27320858,,10.06582159,2.061355648,4.082682419,7.441138881,2.512127966,6.384450561,938.1037866,670.4732387,42.2014939,225.429054,27.29868773
52,BASE_SSP2,54,8.0,0,1.06046,0.979659,0.91159,3.4184,0.903414,0.972246,0.992451,1.14358,0.935176,1.04196,1.04757,0.882963,1.14136,0.960488,1.16318,0.8646,1.12043,3.0,2050,2.281544752,4.016803637,504.8188254,2402.565985,374.4771143,9.687800258,35.52516355,,28.82449788,,6.790697755,1.902354529,4.235265991,4.214091496,2.391864327,4.453690062,721.8206998,469.7217353,43.77249436,208.3264701,22.15577812
55,BASE_SSP2,57,8.0,0,1.09639,1.0718,1.07928,3.73937,1.00223,0.926038,1.0719,1.01932,0.952525,1.055,0.981315,1.12815,1.02058,1.09372,1.20149,1.08673,1.01295,2.2,2050,1.874228218,4.126632572,515.2597666,2422.854352,374.6506259,11.46074353,42.02654652,,33.84223975,,8.319753513,1.958554669,4.183370257,5.369546473,2.467938114,6.768867183,830.6815235,559.6062477,43.23817588,227.8370999,25.52910168
56,BASE_SSP2,58,8.0,0,1.02,1.03533,1.02331,4.00361,0.947854,0.933996,0.971138,0.946746,1.05308,0.93689,1.00113,1.04287,1.05509,0.997179,1.19004,1.01857,1.14265,2.6,2050,2.088909721,4.062436826,509.1290152,2411.911354,374.5497503,10.45189834,38.32711121,,29.84147729,,7.370907855,1.904015375,4.316915901,4.450127656,2.418712491,4.849164271,750.5608521,504.6600051,44.61316183,201.2876852,23.79126034
57,BASE_SSP2,59,8.0,0,1.12951,1.02024,1.05551,4.43035,0.989027,0.941963,1.08344,1.08884,0.995994,1.10647,1.04681,1.15087,1.0831,1.0181,0.993931,1.01868,1.05753,2.9,2050,2.270551829,4.136505715,515.8958677,2434.225248,374.7083633,11.54401378,42.33189853,,33.2339223,,9.204164669,1.934285954,4.209866509,5.060128299,2.452942593,5.633185684,837.8891828,566.4733175,43.51098128,227.904884,26.15726804
59,BASE_SSP2,61,8.0,0,1.02709,1.01823,1.05146,4.52857,0.963336,1.07288,1.20171,0.952825,1.12685,0.998171,1.02733,1.00879,1.09132,1.14772,1.11418,0.951638,1.19326,3.5,2050,2.534525786,4.086922001,511.2998575,2421.325609,374.6162108,10.7305572,39.34895325,,30.63949078,,8.310356139,1.905140719,4.26529557,4.384662159,2.443211419,4.808706178,770.1257434,519.4342576,44.0816789,206.6098069,24.79974388
60,BASE_SSP2,62,8.0,0,1.04609,1.00921,1.21126,3.54778,1.0107,1.114,1.09326,0.954211,1.18334,1.09806,1.00887,0.961105,1.068,0.843992,1.05839,1.01724,1.01935,3.1,2050,2.359806917,4.112681631,513.9082027,2421.123166,374.6274027,11.2921479,41.40830635,,33.85589531,,8.939402961,1.905690307,4.223295576,5.341568253,2.521380642,5.699812742,824.2132449,550.8744841,43.64924697,229.6895139,25.33997375
61,BASE_SSP2,63,8.0,0,0.989222,1.05067,1.18355,4.07805,1.02618,0.937558,1.16758,0.821602,1.00383,1.26618,1.00759,0.87992,1.07946,1.22795,1.07714,1.10468,1.16808,4.1,2050,2.774847771,4.101420767,512.6521748,2424.965698,374.6286692,11.02755524,40.43804507,,33.27813283,,8.659968372,1.91698852,4.30170019,5.749936915,2.432840226,5.477350019,823.0784009,536.6827264,44.45650087,241.9391736,25.65897305
63,BASE_SSP2,65,8.0,0,1.15548,0.974802,0.939054,4.364,0.969365,1.04394,0.907938,1.04438,0.940312,0.990887,1.0128,1.08861,1.10765,1.16056,1.00024,0.912307,1.06189,3.5,2050,2.547342383,4.127330848,515.1721081,2427.841925,374.6734988,11.41305771,41.85168262,,32.19963626,,8.54229784,1.931074007,4.168748648,5.111806472,2.438674003,5.272947857,816.5607598,559.4794057,43.08763179,213.9937223,25.3967543
64,BASE_SSP2,66,8.0,0,1.19779,0.986311,0.927477,4.69509,0.976786,0.930806,1.11612,0.997247,1.21016,1.06131,1.04079,1.14111,1.14373,1.02604,1.03735,1.1029,1.16607,2.4,2050,2.006862371,4.162101334,518.3708675,2437.644195,374.7421755,11.84987513,43.4534921,,33.1166772,,9.631359388,1.933573894,4.383344763,4.998061681,2.471002719,5.094406178,847.4646032,581.1245211,45.29711339,221.0429688,26.27563807
65,BASE_SSP2,67,8.0,0,1.12182,1.04081,0.82545,4.01139,1.02193,1.11652,1.29342,0.939394,1.18879,1.10394,1.09052,0.91911,1.1103,0.995689,1.16583,1.04577,1.1803,2.7,2050,2.170098589,4.150580975,517.2560714,2436.31299,374.7088987,11.81876004,43.33939307,,33.39025601,,8.900006489,1.929372161,4.435805328,5.235834749,2.409984099,5.797362957,856.6807352,581.6495443,45.83724736,229.1939435,25.42118983
66,BASE_SSP2,68,8.0,0,1.11264,1.0118,0.980481,3.76153,1.03089,0.93695,1.0852,0.963244,1.04434,1.07952,0.966725,0.911046,1.03348,1.16863,1.062,0.853015,1.04654,3.0,2050,2.324189641,4.152718424,517.6692469,2429.937263,374.6973667,11.8973454,43.62756558,,34.80401705,,8.749192931,1.969481873,4.315602085,5.693171948,2.498643655,6.691773045,862.2701975,584.8457393,44.59963478,232.8248235,25.85120237
67,BASE_SSP2,69,8.0,0,1.09761,1.0412,1.05795,3.83154,0.943713,0.868192,1.00326,1.15349,1.31152,0.993887,1.12632,0.91532,1.07291,1.16179,1.07588,1.05162,0.972735,2.5,2050,2.039882148,4.08229899,510.9467105,2417.673727,374.6041632,10.65696713,39.07909847,,31.07425199,,7.834837781,1.912200385,4.276521096,4.773342218,2.446449466,5.101794301,776.1314559,520.3370382,44.19725692,211.5971608,24.23637854
69,BASE_SSP2,71,8.0,0,1.11354,1.02804,0.857248,3.84391,1.05368,1.04677,1.09559,1.0462,1.13207,1.04658,1.08694,1.04647,0.989707,1.03816,1.01495,1.01514,0.983754,2.8,2050,2.227796248,4.169760033,519.1718299,2437.008494,374.7191367,12.24490726,44.90207492,,34.8374388,,8.673036579,2.032493203,4.192004469,5.43306674,2.473132412,6.946088539,879.2708803,604.3282495,43.32707373,231.615557,25.99133996
70,BASE_SSP2,72,8.0,0,1.12578,1.03932,0.964891,5.13247,1.0246,1.10452,1.1573,0.996971,1.10472,1.31628,1.04147,0.921007,1.0342,1.23447,0.995011,0.956017,1.06814,2.8,2050,2.228340745,4.162332523,518.1108417,2446.547613,374.7857908,11.81113939,43.31144814,,34.22975941,,9.585018944,1.950348675,4.166806016,5.023343753,2.421146786,6.594382246,876.1650429,584.378076,43.06763045,248.7193365,27.41593713
72,BASE_SSP2,74,8.0,0,1.14651,1.06762,1.03407,4.39187,1.04569,0.949463,1.10297,1.04291,1.14817,1.1126,1.03681,1.08761,1.18343,1.5,0.984162,0.954524,1.05241,2.5,2050,2.076754877,4.207953421,522.6338914,2449.143113,374.8278542,12.7978147,46.9295865,,35.63429506,,10.48895722,1.934499124,4.386962217,6.261112097,2.475806367,5.169528751,908.3392366,628.5730016,45.3343587,234.4318763,27.63728753
73,BASE_SSP2,75,8.0,0,1.1063,1.00115,1.09478,3.67426,1.01741,1.07164,0.977164,0.97644,1.24519,0.834362,1.03594,1.16525,1.27522,1.20226,1.12633,0.954822,1.03019,2.2,2050,1.885332905,4.168319951,519.432041,2424.271863,374.6552674,12.37501725,45.37918826,,34.07142116,,9.493505754,2.026343318,4.408516207,5.993421483,2.562829993,4.647560462,847.3524595,600.1472884,45.55627858,201.6488925,25.90944528
74,BASE_SSP2,76,8.0,0,1.11754,1.03913,1.00502,3.51622,1.01792,1.15286,0.996891,1.07668,1.04238,1.01035,1.06065,1.09635,1.1191,1.26386,1.1377,0.997872,0.981371,2.8,2050,2.221007214,4.147820114,517.2111877,2428.984575,374.6693638,11.92166314,43.71673873,,34.06735819,,8.781542816,1.9136699,4.350201336,5.594183233,2.507929993,5.885524403,851.2812266,583.6512757,44.95586867,222.6740823,25.48870104
75,BASE_SSP2,77,8.0,0,1.15198,0.978443,0.952683,3.67853,1.04933,1.04168,1.11643,0.866307,0.957198,1.11316,1.02346,0.98521,1.05396,1.15328,1.01102,1.0208,0.940493,3.5,2050,2.564291761,4.184965747,520.6761178,2437.782428,374.7530528,12.52050984,45.91270958,,35.91301112,,9.756870434,2.045740387,4.164372644,5.746565723,2.501558901,6.507306054,898.5383563,617.1563848,43.04257646,238.339395,26.40594852
76,BASE_SSP2,78,8.0,0,1.17483,0.991703,1.17941,3.23159,0.919969,0.981726,1.04019,0.840354,1.29914,0.960556,1.03376,1.20365,1.07127,1.19139,1.13621,1.0375,1.02556,2.2,2050,1.86439071,4.090704837,512.0216149,2410.476439,374.5835787,10.89458626,39.95044782,,31.68348863,,7.923966704,1.910792028,4.1148363,4.58845573,2.446374928,5.388493316,781.5907891,527.061089,42.53255026,211.9971498,24.03639532
77,BASE_SSP2,79,8.0,0,1.04432,1.01732,1.16223,3.49765,1.02715,1.16689,0.964452,1.01847,1.17868,1.02388,1.04117,1.08169,1.0668,0.988907,1.15028,1.10777,1.02053,2.8,2050,2.214678946,4.128683037,515.4973253,2422.068963,374.6297974,11.64658464,42.70802587,,33.95441913,,8.682181427,1.907860999,4.355530512,5.415018107,2.51778496,6.041736609,834.2479118,566.3391001,45.01073787,222.8980739,25.50023867
